gvkey,fyear,conm,cik,ein
5530,1990,HAWKINS INC,46250,41-0771293
5533,1990,HAYES-DANA INC,NA,
5539,1990,HEALTHCARE SERVICES GROUP,731012,23-2018365
5541,1990,FLUOROSCAN IMAGING SYS INC,923855,36-3334362
5543,1990,WELLTOWER INC,766704,34-1096634
5545,1990,HEALTH-CHEM CORP,46428,13-2682801
5546,1990,HEALTH IMAGES INC,769689,58-1485618
5549,1990,HMI INDUSTRIES INC,46445,36-1202810
5554,1990,HEALTHCO INTL INC,46454,04-2432013
5555,1990,HEALTHDYNE INC,46455,58-1099590
5557,1990,HEALTHWATCH INC,725627,84-0916792
5558,1989,HECHINGER CO  -CL A,46517,52-1001530
5559,1989,STERLING CONSTRUCTION CO INC,874238,25-1655321
5560,1990,HECLA MINING CO,719413,77-0664171
5561,1990,HEEKIN CAN INC,773594,22-2414869
5564,1989,HEILIG-MEYERS CO,46601,54-0558861
5565,1990,HEALTH PROFESSIONALS INC,879257,11-3076108
5566,1990,HEIN-WERNER CORP,46613,39-0340430
5567,1990,HEICO CORP,46619,65-0341002
5568,1989,KRAFT HEINZ CO,1637459,46-2078182
5569,1990,ABLEST INC,46653,65-0978462
5572,1989,HELEN OF TROY LTD,916789,74-2692550
5574,1989,HELENE CURTIS INDS,745142,36-3398349
5578,1990,HELIX TECHNOLOGY CORP,46709,04-2423640
5579,1990,HELM CAPITAL GROUP INC,351685,59-0786066
5581,1990,HELMERICH & PAYNE,46765,73-0679879
5583,1989,HEMISPHERE ENERGY CORP,1500424,
5587,1990,KIMCO ENERGY CORP,320427,75-1718792
5589,1990,HERCULES INC,46989,51-0023450
5593,1989,HERITAGE ENTERTAINMENT INC,47016,95-4053860
5594,1990,HERLEY INDUSTRIES INC/DE,47035,23-2413500
5597,1990,HERSHEY CO,47111,23-0691590
5599,1990,SCHNEIDER CORP  -CL A,NA,
5600,1990,HERTZ GLOBAL HOLDINGS INC,1657853,61-1770902
5606,1990,HP INC,47217,94-1081436
5608,1990,HEXCEL CORP,717605,94-1109521
5614,1989,HI-SHEAR INDUSTRIES,47268,11-2406878
5619,1990,HIBERNIA CORP  -CL A,47288,72-0724532
5620,1990,HICKAM (DOW B.) INC,736915,74-1486230
5621,1990,CRAWFORD UNITED CORP,47307,34-0288470
5623,1990,HICKORY FURNITURE,47312,56-0838052
5626,1990,HIGH PLAINS CORP,317551,48-0901658
5632,1989,HIGHLAND SUPERSTORES INC,766003,38-1271312
5633,1990,HIGHLAND TELEPHONE CO,47417,14-0750550
5639,1990,HILL-ROM HOLDINGS INC,47518,35-1160484
5643,1990,HILTON WORLDWIDE HOLDINGS,1585689,27-4384691
5645,1990,HINDERLITER INDS INC,NA,73-0574724
5649,1990,HIPOTRONICS INC,47647,14-1463891
5650,1989,HITACHI LTD,47710,
5651,1990,HITECH ENGINEERING CO,731838,54-1248409
5655,1990,HODGSON HOUSES INC,47800,13-3411477
5659,1989,HOFMANN INDUSTRIES INC,47878,23-0701805
5660,1989,HOGAN SYSTEMS INC,709139,75-1558550
5661,1990,HOLDEN-DAY INC,47931,54-1495301
5667,1990,HOLLYFRONTIER CORP,48039,75-1056913
5671,1990,PINNACLE ENTERTAINMENT INC,1656239,47-4668380
5674,1990,HOLOBEAM INC,48105,22-1840647
5678,1990,HOMASOTE CO,48165,21-0388986
5680,1989,HOME DEPOT INC,354950,95-3261426
5681,1990,HOMEFED CORP,833795,33-0304982
5686,1990,HOMESTAKE MINING,743872,
5687,1990,DOVER INVESTMENT CP  -CL A,48272,94-1712121
5690,1990,HNI CORP,48287,42-0617510
5691,1989,HONDA MOTOR CO LTD,715153,
5692,1990,HONEYWELL FINANCE INC,48304,41-0943708
5693,1990,HONEYWELL INC,48305,41-0415010
5697,1990,HOOPER HOLMES INC,741815,22-1659359
5705,1990,HORIZON INDUSTRIES INC,720501,58-1047139
5709,1990,HORMEL FOODS CORP,48465,41-0319970
5711,1990,HANOVER DIRECT INC,320333,13-0853260
5712,1990,HORNBECK OFFSHORE SVCS  -OLD,354359,74-2153030
5714,1990,HOSPITAL STAFFING SVCS INC,731625,59-2150637
5718,1990,HCA HOSP CP OF AMER  -CL A,846489,62-1372442
5721,1990,WYANT CORP,48569,11-2236837
5723,1990,STARWOOD HOTELS&RESORTS WRLD,316206,52-1193298
5726,1990,HOUGHTON MIFFLIN CO,48638,04-1456030
5729,1989,HOUSE OF FABRICS INC,315125,95-3426136
5734,1990,HOUSEHOLD FINANCE CORP,48681,36-1239445
5735,1990,HSBC FINANCE CORP,354964,86-1052062
5741,1989,HOSOI GARDEN MORTUARY INC,48544,99-0088064
5742,1990,CENTERPOINT ENERGY INC,1130310,74-0694415
5743,1990,HOUSTON LIGHT & POWER  -CL A,NA,
5744,1990,HOUSTON PIPE LINE CO,48738,74-0694655
5747,1990,HOUSTON OIL ROYALTY TRUST,316245,74-6299143
5750,1989,HOVNANIAN ENTRPRS INC  -CL A,357294,22-1851059
5757,1990,HOWELL CORP,745113,74-1223027
5758,1990,HOWELL INDUSTRIES INC,48824,38-0479830
5763,1990,URSTADT BIDDLE PROPERTIES,1029800,04-2458042
5764,1990,HUBBELL INC,48898,06-0397030
5767,1990,HUDSON BAY MINING & SMELTING,NA,13-0860800
5768,1990,HUDSON GENERAL CORP,48948,13-1947395
5770,1989,HUDSON'S BAY CO,1563377,
5772,1990,HUFFY CORP,225463,31-0326270
5774,1989,HUGHES SUPPLY INC,49029,59-0559446
5776,1990,GALEN HEALTH CARE INC,895441,59-1611966
5777,1990,HUMPHREY INC,49101,95-1718137
5782,1990,HUNT CORP,49146,21-0481254
5783,1990,HUNT (JB) TRANSPRT SVCS INC,728535,71-0335111
5785,1990,HUNTINGDON LIFE SCIENCE PLC,718083,
5786,1990,HUNTINGTON BANCSHARES,49196,31-0724920
5788,1990,HURCO COS INC,315374,35-1150732
5791,1990,HUTCHINSON TECHNOLOGY INC,772897,41-0901840
5792,1998,HUTTIG BUILDING PRODUCTS INC,1093082,43-0334550
5798,1990,HYCOR BIOMEDICAL INC,719447,58-1437178
5802,1990,SAUCONY INC  -CL B,49401,04-1465840
5803,1990,AQUARION CO,49423,06-0852232
5804,1990,HYDRAULIC PRESS BRICK CO,49425,43-0334850
5805,1990,HYDRO FLAME CORP,49438,87-0215439
5808,1990,HYDRO QUEBEC,49448,
5811,1990,HYDROMER INC,704432,22-2303576
5818,1990,HYTEK MICROSYSTEMS INC,715593,94-2234140
5822,1990,IBM CREDIT CORP,353524,22-2351962
5823,1990,ICH CORP,49588,43-6069928
5824,1990,PEPSIAMERICAS INC,1084230,13-6167838
5825,1990,ICN PHARMACEUTICALS  -OLD,NA,95-2565381
5826,1990,ICO INC,353567,76-0566682
5831,1990,IEC ELECTRONICS CORP,49728,13-3458955
5835,1997,LIFE PARTNERS HOLDINGS INC,49534,74-2962475
5837,1990,IIS-INTELLIGENT INFORMATION,742358,
5839,1990,ILC TECHNOLOGY INC,719625,94-1655721
5841,1990,CYPRESS BIOSCIENCE INC,716054,22-2389839
5846,1990,ANDATCO INC  -CL A,351810,04-2511897
5847,1990,MERCURY AIR GROUP INC,52532,11-1800515
5848,1990,IBP INC,52477,42-0838666
5849,1990,BBX CAPITAL CORP,315858,59-2022148
5850,1989,IRT CORP,52589,95-2596496
5851,1990,IRT PROPERTY CO,311099,58-1366611
5852,1990,UNIHOLDING CORP,354199,58-1443790
5857,1990,ITI CORP/OH,52811,31-0679952
5858,1990,VENTRA GROUP INC,NA,
5860,1990,ITT INC,216228,81-1197930
5861,1990,ITT FINANCIAL CORP,52825,43-0815676
5862,1990,RAYONIER INC,52827,13-2607329
5869,1990,AMATI COMMUNICATIONS CORP,65745,94-1675494
5870,1990,IDACORP INC,1057877,82-0505802
5875,1990,ILLINOIS BELL TELEPHONE CO,49789,36-1253600
5876,1990,ILLINOIS CENTRAL RAILROAD CO,49792,36-2728842
5877,1990,ILLINOVA CORP,914755,37-1319890
5878,1990,ILLINOIS TOOL WORKS,49826,36-1258310
5882,1990,IMASCO LTD,NA,
5884,1990,IMEX MEDICAL SYSTEMS INC,715430,84-0712044
5885,1990,IMMUNEX CORP,NA,51-0346580
5886,1990,INCSTAR CORP,216184,41-1254731
5888,1990,TELIGENT INC,352998,01-0355758
5894,1990,ICI-IMPERIAL CHEM INDS PLC,49906,
5899,1990,IMPERIAL INDUSTRIES INC,49930,65-0854631
5901,1990,IMATRON INC,720477,94-2880078
5902,1990,IMMUNOMEDICS INC,722830,61-1009366
5903,1990,IMPERIAL OIL LTD,49938,98-0017682
5904,1990,INACOMP COMPUTER CENTERS INC,730717,38-2460123
5905,1990,INCO LTD,49996,98-0000676
5908,1990,INDAL LTD,NA,
5912,1990,INDEPENDENT INSURNACE GROUP,NA,59-2027555
5914,1990,INDIANA MICHIGAN POWER CO,50172,35-0410455
5915,1990,INDIANA BELL TELEPHONE CO,50178,35-0407820
5916,1990,INDIANA FINANCIAL INVESTORS,310621,52-6120603
5918,1990,VECTREN CORP,1096385,35-2086905
5920,1990,INB FINANCIAL CP,50200,35-1155302
5921,1990,INDIANAPOLIS POWER & LIGHT,755503,35-0413620
5924,1990,IWC RESOURCES CORP,790523,35-1668886
5928,1990,INDUSTRIAL ACOUSTICS CO INC,50253,13-1713318
5932,1989,IEH CORP,50292,13-5549348
5936,1990,NATEC RESOURCES INC,50361,36-6059098
5939,1989,INERTIAL MOTORS CORP,50394,23-1694830
5941,1989,INFINITE GRAPHICS INC,744500,41-0956693
5944,1990,INFODATA SYSTEMS INC,50420,16-0954695
5950,1989,INFORMATION INTERNATIONAL,216205,04-2301049
5951,1989,INFORMATION SCIENCE,721934,13-2532601
5954,1990,INFOTRON SYSTEMS CORP,350921,22-1854613
5959,1990,INGERSOLL-RAND PLC,1466258,98-0626632
5961,1990,INFORMATION RESOURCES INC,714278,36-2947987
5962,1990,1MAGE SOFTWARE INC,723574,84-0866294
5965,1989,INITIO INC,50505,22-1906744
5968,1990,RYERSON HOLDING CORP,1481582,26-1251524
5971,1990,WINDGEN ENERGY INC,726037,87-0397815
5973,1990,INNOVEX INC,50601,41-1223933
5976,1990,INSILCO HOLDING CO,1068049,06-1158291
5977,1990,INEI CORP,355431,52-0905854
5978,1990,AEGION CORP,353020,45-3117900
5980,1990,TERRA INDUSTRIES INC,722079,52-1145429
5986,1990,INSTRON CORP,50716,04-2057203
5987,1990,GRIFFON CORP,50725,11-1893410
5988,1990,INSTRUMENTARIUM CORP,722811,
5992,1990,INTERPOINT CORP,50842,91-0850556
5998,1990,GOLF HOSTS RESORTS INC,42429,84-0631130
6000,1989,INTECH INC,110640,94-1531473
6003,1989,INTEGRATED DEVICE TECH INC,703361,94-2669985
6005,1990,INTEGRATED RESOURCES INC,50857,13-2624051
6006,1990,INTEK GLOBAL CORP,50977,04-2450145
6008,1990,INTEL CORP,50863,94-1672743
6009,1990,INTELEPLEX CORP,355270,22-2346720
6010,1990,INTELLICORP INC,NA,94-2756073
6012,1990,INCOMNET INC,353356,95-2871296
6013,1990,INTELLIGENT SYSTEM CORP,320340,58-1964787
6016,1990,INTER-CONTINENTAL SVCS CORP,310585,44-0628974
6019,1990,DAIN RAUSCHER CORP,50916,41-1228350
6020,1990,INTER-TEL INC  -SER A,350066,86-0220994
6021,1990,INRAD OPTICS INC,719494,22-2003247
6023,1990,INTERAND CORP,718460,52-0893707
6024,1990,MORGAN STANLY INCOME SEC,93284,13-2739671
6025,1989,FURNITURE BRANDS INTL INC,50957,43-0337683
6029,1990,PACKAGING RESEARCH CORP,718474,84-0750762
6033,1990,INTERDYNE CO,51011,95-2563023
6034,1990,INTERFACE INC,715787,58-1451243
6035,1990,INTERFACE SYSTEMS INC,714981,38-1857379
6036,1990,INTERGRAPH CORP,351145,63-0573222
6038,1990,INTERLAKE CORP,790929,36-3428543
6039,1989,INTERMAGNETICS GENERAL CORP,351012,14-1537454
6040,1990,PURESAFE WATER SYSTEMS INC,764839,86-0515678
6041,1989,ALARMGUARD HOLDINGS INC,319250,33-0318116
6042,1989,INTERMEC CORP,51017,91-0844594
6044,1990,INTERMET CORP,745287,58-1563873
6046,1989,INTERMETRICS INC,702736,04-2448936
6047,1990,BARGO ENERGY CO,51072,87-0239185
6051,1989,INTERMOUNTAIN RESOURCES INC,320166,84-0817164
6053,1990,INTERNATIONAL ALUMINUM CORP,51103,95-2385235
6054,1990,STEM CELL INNOVATIONS INC,351532,22-2313648
6062,1990,AMERICAN BANKNOTE CORP,51124,13-0460520
6064,1990,AMERISTAR INTL HOLDINGS CP,38483,82-0291307
6065,1990,INTL BROADCASTING CORP-OLD,NA,41-0983222
6066,1990,INTL BUSINESS MACHINES CORP,51143,13-0871985
6068,1990,INTL CAPITAL EQUIPMENT LTD,315574,98-0044410
6074,1990,INTL DAIRY QUEEN  -CL A,51207,41-0852869
6078,1990,INTL FLAVORS & FRAGRANCES,51253,13-1432060
6081,1990,NAVISTAR INTERNATIONAL CORP,808450,36-3359573
6082,1990,NAVISTAR FINANCIAL CORP,51303,36-2472404
6089,1990,INTL LEASE FINANCE CORP,714311,22-3059110
6091,1989,INTL LEISURE HOSTS,52935,86-0224163
6094,1990,MEDICAL TECHNOLOGY PRODUCTS,718633,22-2407688
6096,1990,MALLINCKRODT INC,51396,36-1263901
6097,1990,INTL GAME TECHNOLOGY,353944,88-0173041
6100,1990,INTERDIGITAL INC,1405495,82-4936666
6102,1989,INTL MULTIFOODS CORP,51410,41-0871880
6104,1990,INTL PAPER CO,51434,13-0872805
6107,1990,INTL POWER MACHINES CORP,318775,75-1251465
6108,1990,GROUND ROUND RESTAURANT,51467,13-5637682
6109,1990,INTL RECTIFIER CORP,316793,95-1528961
6110,1990,IRIS INTERNATIONAL INC,319240,94-2579751
6111,1990,INTL RESEARCH & DEV CORP,51497,38-1688261
6112,1990,INTL ROYALTY & OIL CO,NA,75-1310613
6114,1990,RESOURCE RECYCLING TECH,51519,16-1352980
6115,1990,INTL SHIPHOLDING CORP,278041,36-2989662
6116,1990,INTL SPEEDWAY CORP  -CL A,51548,59-0709342
6121,1989,IT GROUP INC,731190,33-0001212
6124,1990,INTL THOROUGHBRED BREEDERS,320573,22-2332039
6125,1990,INTL LOTTERY & TOTALIZATOR,354813,95-3276269
6127,1990,ENRON CORP,1024401,47-0255140
6129,1990,INTERPHARM LABS LTD  -ORD,350996,
6130,1990,INTERPHASE CORP,728249,75-1549797
6135,1990,ENBRIDGE INC,895728,
6136,1990,INTERPUBLIC GROUP OF COS,51644,13-1024020
6140,1989,INTERSTATE BAKERIES CORP,829499,43-1470322
6145,1990,INTERSTATE POWER CO,51720,42-0329500
6146,1990,INTERSTATE/JOHNSON LANE INC,771296,56-1470946
6151,1990,INTERTRANS CORP,737573,75-1605156
6152,1989,INTERVOICE INC,764244,75-1927578
6155,1990,HUNTER RESOURCES INC,31063,87-0205057
6158,1990,INVACARE CORP,742112,95-2680965
6159,1990,SI TECHNOLOGIES INC,719582,95-3381440
6161,1990,INCORP INC,NA,87-0282745
6163,1990,INVESTMENT TECHNOLOGIES INC,759672,22-2466809
6169,1990,IOMEGA CORP,352789,86-0385884
6170,1990,MEDLINK INTERNATIONAL INC,225501,41-1311718
6171,1990,IONICS INC,52466,04-2068530
6172,1990,IES INDUSTRIES INC,789943,42-1271452
6173,1990,IOWA-ILLINOIS GAS & ELEC,52491,42-0673189
6174,1990,IOWA POWER INC,52499,42-0334050
6175,1990,MIDWEST POWER SYSTEM INC,879355,42-1375614
6177,1990,IOWA SOUTHERN INC,794248,42-1270637
6178,1990,IPALCO ENTERPRISES INC,728391,35-1575582
6179,1990,STERLING OPTICAL CORP,52522,13-5563596
6180,1990,IPSCO INC,879933,98-0077354
6182,1990,IREX CORP,1952,23-1712949
6185,1990,ISC8 INC,357108,33-0280334
6190,1990,ISLAND TELEPHONE CO LTD,NA,
6192,1990,ISOMEDIX INC,719522,22-1986189
6193,1990,ISOMET CORP,52708,22-1591074
6194,1989,ISRAMCO INC,719209,13-3145265
6196,1990,ANIXTER INTL INC,52795,94-1658138
6197,1989,ITO-YOKADO CO LTD,352353,
6198,1990,IVACO INC  -CL A,904962,
6199,1990,DBRIT CORP,771858,52-1409778
6203,1993,ISRAEL DISCOUNT BANK LTD,824334,
6204,1990,SUMMIT FAMILY RESTAURNTS INC,53281,87-0264039
6205,1990,JEC LASERS INC,354697,22-2175591
6206,1989,JG INDUSTRIES INC,42179,36-1141010
6207,1990,JLG INDUSTRIES INC,216275,25-1199382
6213,1990,EPOCH HOLDING CORP,351903,20-1938886
6214,1990,JACLYN INC,52969,22-1432053
6215,1990,JACO ELECTRONICS INC,52971,11-1978958
6216,1990,JACOBS ENGINEERING GROUP INC,52988,95-4081636
6217,1989,JACOBSON STORES,53025,38-0686330
6218,1990,JACOR COMMUNICATIONS,702808,31-0978313
6223,1990,EMCOR GROUP INC,105634,11-2125338
6226,1989,FORT JAMES CORP,53117,54-0848173
6229,1989,JAMESWAY CORP,53134,15-0611537
6233,1990,SCULLY ROYALTY LTD,16859,
6235,1989,JAYARK CORP,53260,13-1864519
6239,1990,JEFFERIES GROUP LLC,1084580,95-4719745
6241,1990,JEFFERSON-PILOT CORP,53347,56-0896180
6242,1990,SMURFIT-STONE CONTAINER CORP,94610,36-0241256
6246,1989,COMPRESSION TECHNOLOGIES INC,806302,13-3006979
6250,1990,JEROME GROUP INC,53448,11-1694685
6252,1990,JERRYS INC,53453,59-1060780
6253,1990,JERSEY CENTRAL POWER & LIGHT,53456,21-0485010
6259,1989,NEW BASTION DEVELOPMENT INC,53500,23-1364981
6266,1990,JOHNSON & JOHNSON,200406,22-1024240
6268,1990,JOHNSON CONTROLS INTL PLC,833444,98-0390500
6269,1990,AUDIO COMMUNICATIONS NETWORK,53678,59-0690530
6271,1990,JOHNSON PRODUCTS,53748,36-2368942
6272,1990,JOHNSTON INDUSTRIES/DE,NA,11-1749980
6282,1989,COMCAST JOIN HOLDINGS,275605,23-3025248
6283,1990,CAMBRIDGE HOLDINGS LTD,712757,84-0826695
6285,1990,JORGENSEN (EARLE M.) CO,54003,95-0886610
6287,1990,JOSLYN CORP,54045,36-3560095
6288,1990,JOSTENS INC,54050,41-0343440
6291,1989,JOY TECHNOLOGIES INC  -CL A,812944,13-3389174
6293,1990,QUESTRON TECHNOLOGY INC,732152,23-2257354
6297,1990,JUNO LIGHTING INC,723888,36-2852993
6300,1989,AMERICAN CMNTY DEVLOPMENT GP,NA,59-1163844
6301,1990,JUSTIN INDUSTRIES,54182,75-0102185
6302,1990,KDI CORP,54876,31-0620112
6304,1990,KLA CORP,319201,04-2564110
6305,1989,KLM-ROYAL DUTCH AIRLINES,56316,
6306,1990,KMS INDUSTRIES INC,56356,38-1842108
6307,1989,SEARS HOLDINGS CORP,1310067,20-1920798
6308,1989,PHAZAR CORP,724267,75-1907070
6310,1990,KINDER MORGAN INC,1506307,80-0682103
6311,1990,PRIMEENERGY RESOURCES CORP,56868,84-0637348
6313,1990,K-TEL INTERNATIONAL,54193,41-0946588
6314,1990,K-TRON INTERNATIONAL INC,20,22-1759452
6315,1989,K V PHARMACEUTICAL  -CL A,57055,43-0618919
6316,1990,KAHLER CORP,54235,41-1571352
6326,1990,KAMAN CORP,54381,06-0613548
6327,1990,KAMENSTEIN (M.) INC,734101,13-1972477
6331,1990,FURMANITE CORP,54441,74-1191271
6333,1990,KANSAS CITY LIFE INS CO,54473,44-0308260
6334,1990,GREAT PLAINS ENERGY INC,1143068,43-1916803
6335,1990,KANSAS CITY SOUTHERN,54480,44-0663509
6337,1990,KANSAS GAS & ELECTRIC CO,54496,48-1093840
6338,1990,EVERGY INC,1711269,82-2733395
6343,1990,TREECON RESOURCES INC,748212,23-2708876
6346,1989,CKE RESTAURANTS INC,919628,33-0602639
6347,1990,WASHINGTON GROUP INTL INC,906469,33-0565601
6349,1990,KATY INDUSTRIES INC,54681,75-1277589
6351,1990,SUNAMERICA INC,54727,86-0176061
6354,1990,BALFOUR MACLAINE CORP,NA,53-0218284
6357,1990,KAYDON CORP,740694,13-3186040
6362,1990,KEANE INC,54883,04-2437166
6370,1990,KEITHLEY INSTRUMENTS INC,54991,34-0794417
6375,1990,KELLOGG CO,55067,38-0710690
6376,1989,KELLWOOD CO,55080,36-2472410
6379,1990,KELLY SERVICES INC  -CL A,55135,38-1510762
6380,1990,KELSEY-HAYES CANADA LTD,NA,
6383,1989,NEW LONDON INC,350402,75-1214984
6385,1990,KENILWORTH SYSTEMS CORP,55234,84-1641415
6386,1990,KENNAMETAL INC,55242,25-0900168
6395,1989,RACING CORP AMER,355611,61-0993145
6396,1990,INVESTORS HERITAGE CAP CORP,55362,61-6030333
6397,1990,KENTUCKY POWER,55373,61-0247775
6399,1990,KU ENERGY CORP,835715,61-1141273
6400,1990,KENWIN SHOPS INC,55393,13-5607936
6401,1990,KERR ADDISON MINES LTD,NA,
6402,1990,KERR GROUP INC,55454,95-0898810
6403,1990,KERR-MCGEE CORP,1141185,73-1612389
6404,1990,KETCHUM & CO,55510,13-5179500
6408,1989,KEVLIN CORP,1129052,04-2073497
6410,1989,KEWAUNEE SCIENTIFIC CORP,55529,38-0715562
6411,1990,KEY CO  -CL B,NA,56-0576202
6416,1990,KEY TRONIC CORP,719733,91-0849125
6418,1990,KEYCORP  -OLD,NA,14-1538208
6423,2011,KEYSTONE CAMERA PRODUCTS,6125,59-0860140
6424,1990,KEYSTONE CONS INDUSTRIES INC,55604,37-0364250
6427,1990,KEYSTONE INTERNATIONAL,55642,74-1058689
6428,1990,ONETRAVEL HOLDINGS INC,722839,23-2265039
6431,1990,FIRST YEARS INC,55698,04-2149581
6432,1989,KILLEARN PROPERTIES INC,55742,59-1095497
6433,1990,KIMBALL INTERNATIONAL  -CL B,55772,35-0514506
6435,1990,KIMBERLY-CLARK CORP,55785,39-0394230
6437,1990,NORTH AMER GALV & COATINGS,55805,71-0268502
6450,1990,KING WORLD PRODUCTIONS INC,756764,13-2565808
6452,1989,KINGS ROAD ENTERTAINMENT,773588,95-3587522
6454,1989,KINGSFORD INDUSTRIES INC,55977,35-0977197
6457,1990,KINGSPORT POWER CO,55986,54-0272625
6459,1990,KINNARD INVESTMENTS INC,314037,41-0972952
6461,1990,KIRBY CORP,56047,74-1884980
6464,1998,NESS ENERGY INTL INC,353634,91-1067265
6465,1990,KIT MANUFACTURING,56151,95-1525261
6467,1990,CALYPSO WIRELESS INC,719729,13-5671924
6468,1990,KLEINERTS INC,56252,13-0921860
6471,1990,KNAPE & VOGT MFG CO,56362,38-0722920
6473,1990,KNICKERBOCKER VILLAGE INC,56396,13-0924285
6475,1990,KNIGHT-RIDDER INC,205520,38-0723657
6477,1989,KNOGO CORP,56439,11-2137012
6482,1990,KNUSAGA CORP,225544,62-1004034
6489,1989,KOGER CO,353025,59-2005388
6490,1989,KOGER PROPERTIES,355357,59-1235356
6492,1990,KOLLMORGEN CORP,56583,04-2151861
6494,1989,KOMATSU LTD,56594,
6497,1990,KOSS CORP,56701,39-1168275
6500,1990,KREISLER MANUFACTURING CORP,56806,22-1044792
6501,1989,KRELITZ INDUSTRIES INC,56808,41-0415180
6502,1990,KROGER CO,56873,31-0345740
6506,1989,KUBOTA CORP,109821,
6507,1990,KUHLMAN CORP,56955,58-2058047
6509,1990,KULICKE & SOFFA INDUSTRIES,56978,23-1498399
6510,1990,KUSTOM ELECTRONICS INC,57041,48-0695461
6512,1989,KYOCERA CORP,57083,
6513,1990,KYSOR INDUSTRIAL CORP,202356,38-1909000
6514,1990,LNH REIT INC,350206,75-1732388
6517,1990,LCS INDUSTRIES INC,58151,13-2648333
6518,1990,LDB CORP,740745,59-0263460
6522,1990,LL&E ROYALTY TRUST,721765,76-6007940
6527,1990,LSI INDUSTRIES INC,763532,31-0888951
6528,1990,LSB INDUSTRIES INC,60714,73-1015226
6529,1990,LSI CORP,703360,94-2712976
6530,1990,LTV AEROSPACE & DEFENSE CO,103944,75-1183106
6531,1990,LTV CORP,60731,75-1070950
6532,1990,XCERRA CORP,357020,04-2594045
6534,1990,LA BARGE INC,57139,73-0574586
6537,1990,LTV STEEL CO INC,83264,34-0486510
6539,1990,LPA HOLDING CORP,1062774,48-1144353
6540,1990,LA POINTE INDUSTRIES,57765,06-0592221
6541,1990,LA QUINTA INNS INC,278243,74-1724417
6543,1989,LA-Z-BOY INC,57131,38-0751137
6544,1989,LABATT (JOHN) LTD,NA,
6547,1990,SPIRE INC,1126956,74-2976504
6548,1990,LACLEDE STEEL CO,57187,43-0368310
6550,1990,LADD FURNITURE INC,721669,56-1311320
6552,1990,LAFARGE NORTH AMERICA INC,716783,58-1290226
6557,1990,LAIDLAW INTERNATIONAL INC,737874,98-0390488
6563,1990,LAKELAND DEVELOPMENT CORP,57370,62-0611597
6565,1990,LAM RESEARCH CORP,707549,94-2634797
6571,1990,LAMSON & SESSIONS CO,57497,34-0349210
6573,1990,LANCASTER COLONY CORP,57515,13-1955943
6574,1990,SNYDERS-LANCE INC,57528,56-0292920
6575,1989,LANCER ORTHODONTICS INC,57538,95-2497155
6578,1990,VOICE IT WORLDWIDE INC,103657,83-0203787
6579,1990,LANDMARK BANCSHARES CORP,36948,43-1014589
6581,1990,LANDMARK LAND CO,749028,77-0024129
6585,1990,LTI TECHNOLOGIES INC,725589,74-1855285
6588,1989,PC GROUP INC,725460,11-2239561
6596,1990,LASER PRECISION CORP,312242,16-0965793
6598,1990,PHOTOMEDEX INC-OLD,NA,59-2058100
6601,1990,LASER MASTER INTL INC,700892,11-2564587
6603,1990,LASER INDUSTRIES LTD,320637,
6608,1990,AXCESS INTERNATIONAL INC,710597,85-0294536
6609,1990,LATHAM PROCESS CORP,57921,13-2622476
6613,1990,LAURENTIAN CAPITAL CORP,92342,59-1611314
6617,1990,LAWSON PRODUCTS,703604,36-2229304
6618,1990,LAWTER INTERNATIONAL INC,58091,36-1370818
6619,1989,LAZARE KAPLAN INTERNATIONAL,202375,13-2728690
6626,1990,LEADVILLE CORP,58204,84-0388216
6629,1990,CLINTON GAS SYSTEMS INC,702256,31-0813959
6630,1990,LEARNING ANNEX INC,746553,13-3036682
6631,1989,LEARONAL INC,58172,11-1717548
6635,1990,LEASEWAY TRANSPORTATION CORP,313153,34-6525665
6638,1989,CARLETON CORP,351139,41-1349953
6639,1990,LEE ENTERPRISES INC,58361,42-0823980
6641,1990,LEE PHARMACEUTICALS,58411,95-2680312
6643,1990,LEE WILSON ENGINEERING CO,58429,34-0622760
6644,1990,LEECO DIAGNOSTICS INC,728294,38-2218646
6647,1990,LEES INNS OF AMERICA INC,202382,35-1364922
6649,1990,LEGGETT & PLATT INC,58492,44-0324630
6653,1989,LEGG MASON INC,704051,52-1200960
6654,1990,FIRST MEDICAL GROUP INC,58526,13-1920670
6657,1990,SALOMON BROTHERS FUND INC,205545,13-5200790
6660,1989,LEINER (P) NUTRITIONAL PRODS,NA,95-3431709
6661,1990,4LICENSING CORP,58592,13-2691380
6667,1989,LEISURE TECHNOLOGY INC,58621,21-0719237
6669,1990,LENNAR CORP,920760,95-4337490
6672,1990,LEON'S FURNITURE LTD,NA,
6677,1989,LESCARDEN INC,58822,13-2538207
6678,1990,LESCO INC,745394,34-0904517
6682,1990,JEFFERIES FINANCIAL GRP INC,96223,13-2615557
