,ABS ASSET CLASS:            ,BUSINESS PHONE,CENTRAL INDEX KEY,CITY,COMPANY CONFORMED NAME,CONFORMED PERIOD OF REPORT,DATE AS OF CHANGE,DATE OF NAME CHANGE,FILED AS OF DATE,FILM NUMBER,FISCAL YEAR END,FORM TYPE,FORMER CONFORMED NAME,IRS NUMBER,SEC ACT,SEC FILE NUMBER,STANDARD INDUSTRIAL CLASSIFICATION,STATE,STATE OF INCORPORATION,STREET 1,STREET 2,ZIP
4127,,6179355150,0000004127,WOBURN,"SKYWORKS SOLUTIONS, INC.",,,19920703,,19542905,0929,10-K/A,ALPHA INDUSTRIES INC,042302115,1934 Act,001-05560,SEMICONDUCTORS & RELATED DEVICES [3674],MA,DE,20 SYLVAN ROAD,20 SYLVAN ROAD,01801
1052752,,5164785400,0001052752,JERICHO,GETTY REALTY CORP /MD/,,,,,19638724,1231,10-K,,113412575,1934 Act,001-13777,REAL ESTATE [6500],NY,MD,"2 JERICHO PLAZA, SUITE 110",,11753-1681
4187,,5023681661,0000004187,LOUISVILLE,INDUSTRIAL SERVICES OF AMERICA INC,,,19700920,,19782186,1231,10-K/A,ALSON MANUFACTURING CO INC,590712746,1934 Act,000-20979,WHOLESALE-MISC DURABLE GOODS [5090],KY,FL,7100 GRADE LANE,BUILDING 1,40213
4281,,2128362732,0000004281,NEW YORK,Arconic Inc.,,,19920703,,19622991,1231,10-K,ALUMINUM CO OF AMERICA,250317820,1934 Act,001-03610,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS [3350],NY,DE,390 PARK AVENUE,,10022-4608
4447,,2129978500,0000004447,NEW YORK,HESS CORP,,,19690727,,19621924,1231,10-K,AMERADA PETROLEUM CORP,134921002,1934 Act,001-01204,PETROLEUM REFINING [2911],NY,DE,1185 AVENUE OF THE AMERICAS,,10036
4457,,7756886300,0000004457,RENO,AMERCO /NV/,,,19770926,,19862938,0331,10-K,AMERCO,880106815,1934 Act,001-11255,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS) [7510],NV,NV,5555 KIETZKE LANE,SUITE 100,89511
1053059,,4154943700,0001053059,PALO ALTO,ESSEX PORTFOLIO LP,,,19940318,,19622127,1231,10-K,ESSEX PROPERTY TRUST INC,000000000,1934 Act,333-44467-01,REAL ESTATE INVESTMENT TRUSTS [6798],CA,CA,777 CALIFORNIA AVENUE,SUITE 200,94304
4515,,8179631234,0000004515,DALLAS FORT WORTH AI,AMERICAN AIRLINES INC,,,19670629,,19628070,1231,10-K,AMERICAN AIRWAYS INC,131502798,1934 Act,001-02691,"AIR TRANSPORTATION, SCHEDULED [4512]",TX,DE,P O BOX 619616 MD5661,,75261-9616
1053112,,516 803-2300,0000784681,BETHPAGE,CSC HOLDINGS LLC,,,19980310,,161606466,1231,10-K/A,CSC HOLDINGS INC,112776686,1934 Act,001-09046,CABLE & OTHER PAY TELEVISION SERVICES [4841],NY,DE,1111 STEWART AVENUE,,11714
4611,,6172376655,0000004611,WELLESLEY HILLS,AMERICAN BILTRITE INC,,,19730621,,12751877,1231,10-K/A,AMERICAN BILTRITE RUBBER CO INC,041701350,1934 Act,001-04773,"PLASTICS PRODUCTS, NEC [3089]",MA,DE,57 RIVER STREET,SUITE 302,02481
1053221,,858-587-2770,0001053221,SAN DIEGO,METABASIS THERAPEUTICS INC,,,,,09781284,1231,10-K/A,,330753322,1934 Act,000-50785,PHARMACEUTICAL PREPARATIONS [2834],CA,,9390 TOWNE CENTRE DRIVE,,92121
1053352,,4089476900,0001053352,SAN JOSE,HERITAGE COMMERCE CORP,,,,,19681320,1231,10-K,,770469558,1934 Act,000-23877,STATE COMMERCIAL BANKS [6022],CA,CA,150 ALMADEN BOULEVARD,,95113
1053369,,2017502646,0001053369,NORTHVALE,ELITE PHARMACEUTICALS INC /NV/,,,19980121,,19911902,0331,10-K,ELITE PHARMACEUTICALS INC /DE/,223542636,1934 Act,001-15697,PHARMACEUTICAL PREPARATIONS [2834],NJ,NV,165 LUDLOW AVENUE,,07647
1053374,,6502324100,0001053374,REDWOOD SHORES,IPASS INC,,,,,18677218,1231,10-K,,931214598,1934 Act,000-50327,SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374],CA,DE,3800 BRIDGE PARKWAY,,94065
4811,,7068613347,0000004811,FORT OGLETHORPE,AMERICAN CONSUMERS INC,,,,,101041150,0529,10-K,,581033765,1934 Act,000-05815,RETAIL-GROCERY STORES [5411],GA,GA,P O BOX 2328,418-A BATTLEFIELD PARKWAY,30742
4828,,6122028110,0000004828,MOORHEAD,AMERICAN CRYSTAL SUGAR CO /MN/,,,,,121189319,0831,10-K,,840004720,1934 Act,033-83868,SUGAR & CONFECTIONERY PRODUCTS [2060],MN,MN,101 NORTH THIRD STREET,,56560
1053439,,8605250821,0001053439,WINDSOR,STANADYNE CORP,,,19980121,,14730602,1231,10-K,STANADYNE AUTOMOTIVE CORP,222940378,1934 Act,333-45823,MOTOR VEHICLE PARTS & ACCESSORIES [3714],CT,DE,92 DEERFIELD ROAD,92 DEERFIELD ROAD,06095
4904,,614-716-1000,0001721781,COLUMBUS,AEP Texas Inc.,,,19871104,,19622207,1231,10-K,INDIANA MICHIGAN ELECTRIC CO/IN,510007707,1934 Act,333-221643,ELECTRIC SERVICES [4911],OH,DE,1 RIVERSIDE PLAZA,,43215-2373
1053507,,6173757500,0001053507,BOSTON,AMERICAN TOWER CORP /MA/,,,19980128,,19638389,1231,10-K,AMERICAN TOWER SYSTEMS CORP,650723837,1934 Act,001-14195,REAL ESTATE INVESTMENT TRUSTS [6798],MA,DE,116 HUNTINGTON AVE,,02116
1053532,,301 941 1500,0001053532,BETHESDA,LaSalle Hotel Properties,,,19980122,,18624958,1231,10-K,LASALLE HOTEL PROPERTIES,364219376,1934 Act,001-14045,REAL ESTATE INVESTMENT TRUSTS [6798],MD,MD,7550 WISCONSIN AVE,10TH FLOOR,20814
4962,,2126402000,0000004962,NEW YORK,AMERICAN EXPRESS CO,,,,,19598757,1231,10-K,,134922250,1934 Act,001-07657,FINANCE SERVICES [6199],NY,NY,200 VESEY STREET,50TH FLOOR,10285
4969,,2126402000,0000004969,NEW YORK,AMERICAN EXPRESS CREDIT CORP,,,,,19647944,1231,10-K,,111988350,1934 Act,001-06908,SHORT-TERM BUSINESS CREDIT INSTITUTIONS [6153],NY,DE,200 VESEY STREET,,10285
4977,,7063233431,0000004977,COLUMBUS,AFLAC INC,,,19920306,,19630344,1231,10-K,AMERICAN FAMILY CORP,581167100,1934 Act,001-07434,ACCIDENT & HEALTH INSURANCE [6321],GA,GA,1932 WYNNTON ROAD,,31999
1053584,,616-820-1444,0001053584,HOLLAND,MACATAWA BANK CORP,,,,,19607224,1231,10-K,,383391345,1934 Act,000-25927,STATE COMMERCIAL BANKS [6022],MI,MI,10753 MACATAWA DRIVE,,49424
1053648,,800-284-3898,0001053648,PALM DESERT,"Surge Global Energy, Inc.",,,19980126,,15739410,1231,10-K,HAVANA GROUP INC,341454529,1934 Act,000-24269,CRUDE PETROLEUM & NATURAL GAS [1311],CA,DE,"75-153 MERLE DRIVE, SUITE B",,92211
1053650,,713-623-0060,0001053650,HOUSTON,OMEGA PROTEIN CORP,,,,,17654010,1231,10-K,,760438393,1934 Act,001-14003,FATS & OILS [2070],TX,NV,2105 CITY WEST BLVD.,SUITE 500,77042
1053676,,856-861-4579,0001053676,RUNNEMEDE,SIELOX INC,,,19991209,,09720012,1231,10-K,FAIRMARKET INC,043351937,1934 Act,000-29423,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES [7381]",NJ,DE,170 EAST NINTH AVENUE,,08078
1053691,,(434) 220-0718,0001053691,CHARLOTTESVILLE,Diffusion Pharmaceuticals Inc.,,,20080228,,19691211,1231,10-K,"FERIS INTERNATIONAL, INC.",300645032,1934 Act,001-37942,PHARMACEUTICAL PREPARATIONS [2834],VA,DE,2020 AVON COURT,SUITE 4,22902
5117,,8013633283,0000005117,MT LAUREL,EMTEC INC/NJ,,,19681212,,121266639,0831,10-K,AMERICAN GEOTHERMAL ENERGY INC,870273300,1934 Act,000-32789,"SERVICES-BUSINESS SERVICES, NEC [7389]",NJ,UT,817 EAST GATYE DRIVE,,08054
1053706,,6174253000,0001053706,BOSTON,"CRA INTERNATIONAL, INC.",,,19980126,,19640602,1229,10-K,CHARLES RIVER ASSOCIATES INC,042372210,1934 Act,000-24049,SERVICES-LEGAL SERVICES [8111],MA,MA,200 CLARENDON STREET,T-9,02116
5133,,2162527300,0000005133,CLEVELAND,AMERICAN GREETINGS CORP,,,,,161678273,0228,10-K,,340065325,1934 Act,001-13859,GREETING CARDS [2771],OH,OH,ONE AMERICAN ROAD,,44144
5187,,9736605000,0000005187,MADISON,WYETH,,,19920703,,09784609,1231,10-K/A,AMERICAN HOME PRODUCTS CORP,132526821,1934 Act,001-01225,PHARMACEUTICAL PREPARATIONS [2834],NJ,DE,5 GIRALDA FARMS,,07940
5272,,2127707000,0000005272,NEW YORK,AMERICAN INTERNATIONAL GROUP INC,,,19700507,,19610768,1231,10-K,AMERICAN INTERNATIONAL ENTERPRISES INC,132592361,1934 Act,001-08787,"FIRE, MARINE & CASUALTY INSURANCE [6331]",NY,DE,175 WATER STREET,,10038
1054070,,4805863300,0001054070,SCOTTSDALE,"InPlay Technologies, Inc.",,,19990524,,091003264,1231,10-K,DURASWITCH INDUSTRIES INC,880308867,1934 Act,001-15069,COMPUTER & OFFICE EQUIPMENT [3570],AZ,NV,13845 N. NORTHSIGHT BLVD.,,85260
5513,,423-294-1011,0000005513,CHATTANOOGA,Unum Group,,,19950407,,19615469,1231,10-K,PROVIDENT LIFE & ACCIDENT INSURANCE CO OF AMERICA,621598430,1934 Act,001-11294,ACCIDENT & HEALTH INSURANCE [6321],TN,DE,1 FOUNTAIN SQUARE,,37402
1054090,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1054097,,6043310995,0001054097,VANCOUVER,STOCKHOUSE INC,,,19980129,,09734729,1231,10-K/A,I TECH HOLDINGS INC,841379282,1934 Act,000-23687,"SERVICES-BUSINESS SERVICES, NEC [7389]",A1,CO,500 - 750 W PENDER ST,,V6C2T7
1054102,,412-224-6100,0001054102,PARSIPPANY,"Interpace Diagnostics Group, Inc.",,,19980129,,19697803,1231,10-K,PROFESSIONAL DETAILING INC,222919486,1934 Act,000-24249,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841],NJ,DE,"MORRIS CORPORATE CENTER 1,","BUILDING C, 300 INTERPACE PARKWAY",07054
1054131,,4089071400,0001054131,SANTA CLARA,TURNSTONE SYSTEMS INC,,,,,09695207,1231,10-K,,770405505,1934 Act,000-28843,TELEPHONE & TELEGRAPH APPARATUS [3661],CA,DE,2220 CENTRAL EXPRESSWAY,,95050
5656,,813-260-2866,0000005656,LITHIA,AMERICAN INTERNATIONAL VENTURES INC /DE/,,,19990923,,181071096,0531,10-K,AMERICAN PRECIOUS METALS INC,223489463,1934 Act,000-30368,GOLD & SILVER ORES [1040],FL,DE,15105 KESTRELGLEN WAY,,33547
1054274,,215-702-8550,0001054274,YARDLEY,"Alliqua BioMedical, Inc.",,,20030219,,19764709,1231,10-K/A,ZETA CORP,582349413,1934 Act,001-36278,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841],PA,DE,1010 STONY HILL ROAD,SUITE 200,19067
1054303,,2123560500,0001054303,NEW YORK,"RODMAN & RENSHAW CAPITAL GROUP, INC.",,,20000628,,12698223,1231,10-K,EASY QUAL COM,841374481,1934 Act,001-33737,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES [6211]",NY,DE,1251 AVENUE OF THE AMERICAS,20TH FLOOR,10020
5768,,9782628700,0000005768,BILLERICA,"AMERICAN SCIENCE & ENGINEERING, INC.",,,19920703,,161794157,0331,10-K/A,AMERICAN SCIENCE & ENGINEERING INC,042240991,1934 Act,001-06549,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS [3844],MA,MA,C/O AS&E,829 MIDDLESEX TURNPIKE,01821
1054374,,949 926 5000,0001054374,IRVINE,BROADCOM CORP,,,,,15559725,1231,10-K,,330480482,1934 Act,000-23993,SEMICONDUCTORS & RELATED DEVICES [3674],CA,CA,5300 CALIFORNIA AVENUE,,92617-3038
1054508,,5703467741X316,0001054508,SCRANTON,PENSECO FINANCIAL SERVICES CORP,,,,,13689215,1231,10-K,,232939222,1934 Act,000-23777,STATE COMMERCIAL BANKS [6022],PA,PA,150 N WASHINGTON AVE,,18503
5981,,949-260-1200,0000005981,NEWPORT BEACH,AMERICAN VANGUARD CORP,,,19720620,,19674988,1231,10-K,AEROCON INC,952588080,1934 Act,001-13795,AGRICULTURE CHEMICALS [2870],CA,DE,4695 MACARTHUR COURT,,92660
1054579,,8063512300,0001054579,AMARILLO,HASTINGS ENTERTAINMENT INC,,,,,14772909,0131,10-K,,751386375,1934 Act,000-24381,RETAIL- COMPUTER & PRERECORDED TAPE STORES [5735],TX,TX,P O BOX 35350,SUITE 1,79120-5350
1054721,,4255195900,0001054721,BELLEVUE,BSQUARE CORP /WA,,,,,19651661,1231,10-K,,911650880,1934 Act,000-27687,"SERVICES-BUSINESS SERVICES, NEC [7389]",WA,WA,"110    110TH AVENUE NE, SUITE 300",,98004
6176,,412-456-4400,0000006176,CARNEGIE,AMPCO PITTSBURGH CORP,,,19710518,,19688164,1231,10-K,SCREW & BOLT CORP OF AMERICA,251117717,1934 Act,001-00898,PUMPS & PUMPING EQUIPMENT [3561],PA,PA,726 BELL AVENUE,SUITE 301,15106
6201,,8179631234,0000004515,DALLAS FORT WORTH AI,AMERICAN AIRLINES INC,,,19670629,,19628070,1231,10-K,AMERICAN AIRWAYS INC,131502798,1934 Act,001-02691,"AIR TRANSPORTATION, SCHEDULED [4512]",TX,DE,P O BOX 619616 MD5661,,75261-9616
6207,,610-487-0905,0000006207,PLYMOUTH MEETING,AMREP CORP.,,,19671019,,19978718,0430,10-K,AMERICAN REALTY & PETROLEUM CORP,590936128,1934 Act,001-04702,PERIODICALS:  PUBLISHING OR PUBLISHING AND PRINTING [2721],PA,OK,620 WEST GERMANTOWN PIKE,SUITE 175,19462
1054833,,3015810600,0001054833,BETHESDA,COVENTRY HEALTH CARE INC,,,,,13798429,1231,10-K/A,,522073000,1934 Act,001-16477,HOSPITAL & MEDICAL SERVICE PLANS [6324],MD,DE,6720-B ROCKLEDGE DRIVE,SUITE 700,20817
6281,,7813294700,0000006281,NORWOOD,ANALOG DEVICES INC,,,,,181201999,1031,10-K,,042348234,1934 Act,001-07819,SEMICONDUCTORS & RELATED DEVICES [3674],MA,MA,ONE TECHNOLOGY WAY,,02062
6284,,9789773000,0000006284,PEABODY,ANALOGIC CORP,,,,,171101768,0731,10-K,,042454372,1934 Act,000-06715,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS [3825],MA,MA,8 CENTENNIAL DRIVE,,01960
6292,,952-835-5900,0000006292,MINNEAPOLIS,ANALYSTS INTERNATIONAL CORP,,,,,13631371,1229,10-K,,410905408,1934 Act,001-33981,SERVICES-COMPUTER PROGRAMMING SERVICES [7371],MN,,7700 FRANCE AVE S,,55435
6314,,3154328909,0000006314,EAST SYRACUSE,ANAREN  INC,,,19721103,,131027938,0630,10-K,MICRONETICS INC,160928561,1934 Act,001-35153,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663],NY,NY,6635 KIRKVILLE ROAD,,13057
1054905,,303-566-0528,0001054905,ENGLEWOOD,INNOSPEC INC.,,,19980209,,19617344,1231,10-K,OCTEL CORP,981081725,1934 Act,001-13879,CHEMICALS & ALLIED PRODUCTS [2800],CO,DE,8310 SOUTH VALLEY HIGHWAY,SUITE 350,80112
1054929,,7706060555,0001054929,CARTERSVILLE,UNITY HOLDINGS INC,,,,,09711119,1231,10-K,,582350609,1934 Act,000-25851,NATIONAL COMMERCIAL BANKS [6021],GA,GA,950 JOE FRANK HARRIS PKWY.,,30121
6494,,(631) 719-1800,0000006494,BOHEMIA,ANDREA ELECTRONICS CORP,,,19911204,,19717838,1231,10-K,ANDREA RADIO CORP,110482020,1934 Act,001-04324,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663],NY,NY,620 JOHNSON AVENUE SUITE 1-B,,11716
6571,,3148543800,0000006571,CHESTERFIELD,ANGELICA CORP /NEW/,,,19680621,,08749639,0129,10-K,ANGELICA UNIFORM CORP,430905260,1934 Act,001-05674,SERVICES-PERSONAL SERVICES [7200],MO,MO,424 SOUTH WOODS MILL ROAD,,63017-3406
1055160,,2122076400,0001055160,NEW YORK,"MFA FINANCIAL, INC.",,,19980211,,19621072,1231,10-K,AMERICA FIRST MORTGAGE INVESTMENTS INC,133974868,1934 Act,001-13991,REAL ESTATE INVESTMENT TRUSTS [6798],NY,MD,350 PARK AVE,20TH FLOOR,10022
1055294,,011525591785836,0001055294,MEXICO CITY,"Kansas City Southern de Mexico, S.A. de C.V.",,,20060412,,15562052,1231,10-K,"Kansas City Southern de M?xico, S. A. de C. V.",980519243,1934 Act,333-08322,"RAILROADS, LINE-HAUL OPERATING [4011]",O5,,MONTES URALES NO. 625,COL. LOMAS DE CHAPULTEPEC,11000
6732,,904-493-6496,0000006732,JACKSONVILLE,"NAC GLOBAL TECHNOLOGIES, INC.",,,20000101,,161655152,1231,10-K,ANTICLINE URANIUM INC,870678927,1934 Act,000-49655,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT [3560],FL,NV,4720 SALISBURY ROAD,,32256
6769,,7132966000,0000006769,HOUSTON,APACHE CORP,,,19660830,,19645484,1231,10-K,APACHE OIL CORP,410747868,1934 Act,001-04300,CRUDE PETROLEUM & NATURAL GAS [1311],TX,DE,2000 POST OAK BLVD,STE 100,77056-4400
1055355,,4259511200,0001055355,BOTHELL,SONOSITE INC,,,19980211,,12693747,1231,10-K,HANDHELD ULTRASOUND SYSTEMS INC,911405022,1934 Act,000-23791,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841],WA,,21919 30TH DRIVE SE,,98021-3904
6814,,5164373300,0000006814,WOODBURY,COMFORCE CORP,,,19710516,,10704949,1231,10-K,AMERICAN PHOTOCOPY EQUIPMENT CO,362362248,1934 Act,001-06081,SERVICES-HELP SUPPLY SERVICES [7363],NY,DE,415 CROSSWAYS PARK DRIVE,P O BOX 9006,11797
6845,,6128351874,0000006845,MINNEAPOLIS,"APOGEE ENTERPRISES, INC.",,,19720623,,19770552,0302,10-K,HARMON GLASS CO INC,410919654,1934 Act,000-06365,"GLASS PRODUCTS, MADE OF PURCHASED GLASS [3231]",MN,MN,4400 WEST 78TH STREET,SUITE 520,55435
1055454,,(920) 734-5712,0001055454,GREENVILLE,SCHOOL SPECIALTY INC,,,,,19681227,1229,10-K,,390971239,1934 Act,000-24385,WHOLESALE-DURABLE GOODS [5000],WI,DE,W6316 DESIGN DRIVE,,54942
6879,,614-716-1000,0001721781,COLUMBUS,AEP Texas Inc.,,,19871104,,19622207,1231,10-K,INDIANA MICHIGAN ELECTRIC CO/IN,510007707,1934 Act,333-221643,ELECTRIC SERVICES [4911],OH,DE,1 RIVERSIDE PLAZA,,43215-2373
6885,,7136675601,0000006885,HOUSTON,STAGE STORES INC,,,19690521,,19734525,0202,10-K,TEXTILE DISTRIBUTORS INC,911826900,1934 Act,001-14035,RETAIL-FAMILY CLOTHING STORES [5651],TX,NV,2425 WEST LOOP SOUTH,,77027
6951,,4085635300,0000006951,SANTA CLARA,APPLIED MATERIALS INC /DE,,,19730319,,181233380,1028,10-K,APPLIED MATERIALS TECHNOLOGY INC,941655526,1934 Act,000-06920,SEMICONDUCTORS & RELATED DEVICES [3674],CA,DC,3050 BOWERS AVE,,95054-3299
6955,,262-293-1697,0000006955,MENOMONEE FALLS,ACTUANT CORP,,,19730123,,181144504,0831,10-K,APPLIED POWER INDUSTRIES INC,390168610,1934 Act,001-11288,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT [3590],WI,WI,ATTN:  BRYAN JOHNSON,N86 W12500 WESTBROOK CROSSING,53051
7032,,2152383000,0000007032,PHILADELPHIA,ARAMARK CORP,,,19710604,,121278078,0930,10-K,AUTOMATIC RETAILERS OF AMERICA INC,952051630,1934 Act,001-04762,RETAIL-EATING PLACES [5812],PA,DE,1101 MARKET STREET,,19107
7039,,281-980-5522,0000007039,SUGAR LAND,TRECORA RESOURCES,,,19920703,,19685741,1231,10-K,ARABIAN SHIELD DEVELOPMENT CO,751256622,1934 Act,001-33926,PETROLEUM REFINING [2911],TX,DE,"1650 HWY 6 SOUTH, SUITE 190",,77478
7084,,312-634-8233,0000007084,CHICAGO,ARCHER DANIELS MIDLAND CO,,,,,19615585,1231,10-K,,410129150,1934 Act,001-00044,FATS & OILS [2070],IL,DE,77 W. WACKER DR.,,60601
1055726,,8584103134,0001055726,SAN DIEGO,"INOVIO PHARMACEUTICALS, INC.",,,19980213,,19675111,1231,10-K,GENETRONICS BIOMEDICAL LTD,330969592,1934 Act,001-14888,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841],CA,,6769 MESA RIDGE RD.,,92121
7286,,6022501000,0000007286,PHOENIX,ARIZONA PUBLIC SERVICE CO,,,19870506,,19624026,1231,10-K,AZP GROUP INC,860011170,1934 Act,001-04473,ELECTRIC & OTHER SERVICES COMBINED [4931],AZ,AZ,400 N FIFTH ST,P O BOX 53999,85004
7323,,504-670-3700,0000071508,NEW ORLEANS,"ENTERGY NEW ORLEANS, LLC",,,19920703,,19632625,1231,10-K,NEW ORLEANS PUBLIC SERVICE INC,822212934,1934 Act,001-35747,ELECTRIC & OTHER SERVICES COMBINED [4931],LA,TX,1600 PERDIDO ST,,70112
7332,,832-796-4700,0000007332,SPRING,SOUTHWESTERN ENERGY CO,,,19790917,,19643590,1231,10-K,ARKANSAS WESTERN GAS CO,710205415,1934 Act,001-08246,CRUDE PETROLEUM & NATURAL GAS [1311],TX,DE,10000 ENERGY DRIVE,,77389
7431,,7173970611,0000007431,LANCASTER,ARMSTRONG WORLD INDUSTRIES INC,,,19800611,,19778293,1231,10-K/A,ARMSTRONG CORK CO,230366390,1934 Act,001-02116,"PLASTICS PRODUCTS, NEC [3089]",PA,PA,2500 COLUMBIA AVE,,17603
1056035,,4107857277,0001056035,HUNT VALLEY,SHERIDAN GROUP INC,,,,,13718630,1231,10-K,,521659314,1934 Act,333-110441,COMMERCIAL PRINTING [2750],MD,DE,11311 MCCORMICK RD,STE 260,21031-1437
1056087,,9163211846,0001056087,SACRAMENTO,MCCLATCHY CO,,,19980218,,19668810,1230,10-K,MNI NEWCO INC,522080478,1934 Act,001-38200,NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING [2711],CA,DE,LEGAL DEPARTMENT,2100 Q STREET,95816-6899
7536,,303-824-4000,0000007536,CENTENNIAL,ARROW ELECTRONICS INC,,,,,19573513,1231,10-K,,111806155,1934 Act,001-04482,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC [5065]",CO,NY,9201 EAST DRY CREEK ROAD,,80112
7623,,7128643131,0000007623,ARMSTRONG,ARTS WAY MANUFACTURING CO INC,,,,,19568326,1130,10-K,,420920725,1934 Act,000-05131,FARM MACHINERY & EQUIPMENT [3523],IA,DE,P O BOX 288,,50514
1056239,,1216971111,0001039101,NEW YORK,L 3 COMMUNICATIONS CORP,,,,,161459902,1231,10-K,,133937436,1934 Act,333-46983,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663],NY,DE,600 THIRD AVENUE,34TH FLOOR,10016
1056285,,615-872-4800,0001056285,BRENTWOOD,"KIRKLAND'S, INC",,,19980219,,19716985,0202,10-K,KIRKLANDS INC,621287151,1934 Act,000-49885,"RETAIL-RETAIL STORES, NEC [5990]",TN,,5310 MARYLAND WAY,,37027
1056288,,4122881900,0001056288,PITTSBURGH,FEDERATED INVESTORS INC /PA/,,,,,19626278,1231,10-K,,251111467,1934 Act,001-14818,INVESTMENT ADVICE [6282],PA,PA,FEDERATED INVESTORS TOWER,1001 LIBERTY AVENUE,15222
1056358,,9724717400,0001056358,COPPELL,MANNATECH INC,,,,,19670881,1231,10-K,,752508900,1934 Act,000-24657,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS [2833],TX,TX,600 SOUTH ROYAL LANE,SUITE 200,75019
7789,,920-491-7500,0000007789,GREEN BAY,ASSOCIATED BANC-CORP,,,19770626,,19616208,1231,10-K,ASSOCIATED BANK SERVICES INC,391098068,1934 Act,001-31343,STATE COMMERCIAL BANKS [6022],WI,WI,433 MAIN STREET,,54301
1056386,,404-302-9700,0001056386,RESTON,Internap Corp,,,19990721,,19689216,1231,10-K,INTERNAP NETWORK SERVICES CORP/WA,912145721,1934 Act,001-31989,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC. [7370]",VA,DE,"12120 SUNSET HILLS ROAD, SUITE 330",,20190
7951,,9987998720,0000007951,SAGINAW,ROBERTSON GLOBAL HEALTH SOLUTIONS CORP,,,19790709,,13529175,0930,10-K,ASSOCIATED SMELTERS INTERNATIONAL,880105586,1934 Act,000-06428,"INVESTORS, NEC [6799]",MI,NV,4215 FASHION SQUARE BLVD,SUITE 3,48603
1056598,,866-925-9553,0001056598,IRVINE,"Regeneca, Inc.",,,19980224,,111271641,1231,10-K,VICTOR INDUSTRIES INC,880467241,1934 Act,000-30237,"MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS) [1400]",CA,NV,1 TECHNOLOGY,SUITE C515,92618
8063,,716-805-1599,0000008063,EAST AURORA,ASTRONICS CORP,,,19711209,,19645452,1231,10-K,ASTRONICS LUMINESCENT INC,160959303,1934 Act,000-07087,"AIRCRAFT PART & AUXILIARY EQUIPMENT, NEC [3728]",NY,NY,130 COMMERCE WAY,-,14052-2191
1056696,,7709557070,0001056696,ATLANTA,MANHATTAN ASSOCIATES INC,,,,,19685075,1231,10-K/A,,582373424,1934 Act,000-23999,SERVICES-PREPACKAGED SOFTWARE [7372],GA,GA,2300 WINDY RIDGE PARKWAY SUITE 700,,30339
8146,,4018284000,0000008146,WEST WARWICK,"AstroNova, Inc.",,,19850220,,19741689,0131,10-K,ATLAN TOL INDUSTRIES INC,050318215,1934 Act,000-13200,"COMPUTER PERIPHERAL EQUIPMENT, NEC [3577]",RI,RI,600 E GREENWICH AVENUE,,02893
8177,,4042665500,0000008177,ATLANTA,ATLANTIC AMERICAN CORP,,,,,19721385,1231,10-K,,581027114,1934 Act,000-03722,LIFE INSURANCE [6311],GA,GA,4370 PEACHTREE ROAD,,30319
1056756,,4024217300,0001056756,LINCOLN,NBC ACQUISITION CORP,,,,,11968481,0331,10-K,,470793347,1934 Act,333-48225,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS [5190],NE,DE,4700 SOUTH 19TH ST,,68501-0529
1056757,,949-234-1999,0001056757,ALISO VIEJO,SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA,,,,,19862277,0228,10-K,,330836954,1934 Act,000-29373,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT [3560],CA,NV,22 JOURNEY,,92656
1056758,,4024217300,0001056758,LINCOLN,NEBRASKA BOOK CO,,,,,10916152,0331,10-K,,470549819,1934 Act,333-48221,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS [5190],NE,KS,4700 SOUTH 19TH ST,,68501-0529
