,source,target,relation,sentence
19,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,FCA,Supply,"Important factors that could cause such differences include, but are not limited to: • reduced purchases of our products by General Motors Company (GM), FCA US LLC (FCA), or other customers; • our ability to respond to changes in technology, increased competition or pricing pressures; • our ability to develop and produce new products that reflect market demand; • lower-than-anticipated market acceptance of new or existing products; • our ability to attract new customers and programs for new products; • reduced demand for our customers' products (particularly light trucks and sport utility vehicles (SUVs) produced by GM and FCA); • risks inherent in our global operations (including tariffs and the potential consequences thereof to us, our suppliers, and our customers and their suppliers, adverse changes in trade agreements, such as NAFTA or USMCA, immigration policies, political stability, taxes and other law changes, currency rate fluctuations, and potential disruptions of production and supply, including those as a result of public health crises, such as pandemic or epidemic illness, or otherwise); • a significant disruption in operations at one or more of our key manufacturing facilities; • negative or unexpected tax consequences; • risks related to a failure of our information technology systems and networks, and risks associated with current and emerging technology threats and damage from computer viruses, unauthorized access, cyber attack and other similar disruptions; • global economic conditions; • an impairment of our goodwill, other intangible assets, or long-lived assets if our business or market conditions indicate that the carrying values of those assets exceed their fair values;"
20,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,NAFTA,Supply,"Important factors that could cause such differences include, but are not limited to: • reduced purchases of our products by General Motors Company (GM), FCA US LLC (FCA), or other customers; • our ability to respond to changes in technology, increased competition or pricing pressures; • our ability to develop and produce new products that reflect market demand; • lower-than-anticipated market acceptance of new or existing products; • our ability to attract new customers and programs for new products; • reduced demand for our customers' products (particularly light trucks and sport utility vehicles (SUVs) produced by GM and FCA); • risks inherent in our global operations (including tariffs and the potential consequences thereof to us, our suppliers, and our customers and their suppliers, adverse changes in trade agreements, such as NAFTA or USMCA, immigration policies, political stability, taxes and other law changes, currency rate fluctuations, and potential disruptions of production and supply, including those as a result of public health crises, such as pandemic or epidemic illness, or otherwise); • a significant disruption in operations at one or more of our key manufacturing facilities; • negative or unexpected tax consequences; • risks related to a failure of our information technology systems and networks, and risks associated with current and emerging technology threats and damage from computer viruses, unauthorized access, cyber attack and other similar disruptions; • global economic conditions; • an impairment of our goodwill, other intangible assets, or long-lived assets if our business or market conditions indicate that the carrying values of those assets exceed their fair values;"
21,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,USMCA,Supply,"Important factors that could cause such differences include, but are not limited to: • reduced purchases of our products by General Motors Company (GM), FCA US LLC (FCA), or other customers; • our ability to respond to changes in technology, increased competition or pricing pressures; • our ability to develop and produce new products that reflect market demand; • lower-than-anticipated market acceptance of new or existing products; • our ability to attract new customers and programs for new products; • reduced demand for our customers' products (particularly light trucks and sport utility vehicles (SUVs) produced by GM and FCA); • risks inherent in our global operations (including tariffs and the potential consequences thereof to us, our suppliers, and our customers and their suppliers, adverse changes in trade agreements, such as NAFTA or USMCA, immigration policies, political stability, taxes and other law changes, currency rate fluctuations, and potential disruptions of production and supply, including those as a result of public health crises, such as pandemic or epidemic illness, or otherwise); • a significant disruption in operations at one or more of our key manufacturing facilities; • negative or unexpected tax consequences; • risks related to a failure of our information technology systems and networks, and risks associated with current and emerging technology threats and damage from computer viruses, unauthorized access, cyber attack and other similar disruptions; • global economic conditions; • an impairment of our goodwill, other intangible assets, or long-lived assets if our business or market conditions indicate that the carrying values of those assets exceed their fair values;"
22,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,AAM,Supply,This acquisition allowed AAM to vertically integrate the supply chain and helped ensure continuity of supply for certain parts to our largest manufacturing facility.
0,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,CastingMember,customers,:CustomerRelationshipsIntangibleAssetsMember axl:CastingMember 2019-01-01 2019-12-31 0001062231 axl:CustomerPlatformsIntangibleAssetsMember axl:CastingMember 2019-01-01 2019-12-31 0001062231 axl:CustomerRelationshipsIntangibleAssetsMember axl:
2,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,GM,customers,"• During 2019, we launched nearly 50 programs across our business units, supporting a variety of customers including GM, FCA, Ford, and Mercedes-AMG."
3,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,FCA,customers,"• During 2019, we launched nearly 50 programs across our business units, supporting a variety of customers including GM, FCA, Ford, and Mercedes-AMG."
4,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,Ford,customers,"• During 2019, we launched nearly 50 programs across our business units, supporting a variety of customers including GM, FCA, Ford, and Mercedes-AMG."
5,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,Mercedes-AMG,customers,"• During 2019, we launched nearly 50 programs across our business units, supporting a variety of customers including GM, FCA, Ford, and Mercedes-AMG."
6,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,AAM,customers,AAM has an enhanced internal quality assurance system that drives continuous improvement to meet and exceed the growing expectations of our OEM customers.
7,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,AAM,customers,"AAM's significant investment in research and development (R&D) has resulted in the development of advanced technology products designed to assist our customers in meeting the market demands for advanced, sophisticated electronic controls; improved fuel efficiency; lower emissions; enhanced power density; improved safety, ride and handling performance; and enhanced reliability and durability."
8,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,Diversification of Customer,customers,"Diversification of Customer, Product and Geographic Sales Mix"
